position,channel_id,channel_title,video_id,published_at,published_at_sql,year,month,day,video_title,video_description,tags,video_category_label,topic_categories,duration_sec,definition,caption,default_language,default_l_audio_language,thumbnail_maxres,licensed_content,location_description,view_count,like_count,favorite_count,comment_count,controversy,clicks,body_politics
92,UCBVQiMyzA-ZklUJVRavnvew,Renaldo Gouws,rSojJTYFmoI,2020-09-07T15:45:15Z,2020-09-07 15:45:15,2020,9,7,EFF Destroy Clicks Stores | South Africa (2020),"#Clicks #EFF #ClicksMustFall Julius Malema and the EFF followed through with their threats of destroying Clicks stores. The court even came out earlier today and dismissed Clicks's application to protect them from EFF members threatening them and their property. Shameful! Buy my Merch: http://www.tsekclothing.com Become a Member: https://bit.ly/2EsFJkI Donate via Zapper/Snapscan: https://bit.ly/3455PCl Donate via Paypal: https://paypal.me/renaldogouws Subscribe on Youtube : http://bit.ly/1QhM6Gp Be sure to like, leave a comment, share the video and subscribe! Get in touch with me : Facebook : https://www.facebook.com/renaldogouws Twitter : https://twitter.com/RenaldoGouws Instagram : https://instagram.com/renaldogouws End Credit Music: Jashmir Stream/Buy Link: https://fanlink.to/MaSeKind Instagram: https://www.instagram.com/jashmirsa/ TikTok: https://www.tiktok.com/@jashmirsa Twitter: https://www.twitter.com/jashmirsa/","Renaldo Gouws,South Africa,South African Reporter,News,EFF,Clicks,Economic Freedom Fighters,Malema,Ndlozi,Shivambu,Julius Malema,ClicksMustFall",News & Politics,"Politics,Society",426,hd,FALSE,en,en,https://i.ytimg.com/vi/rSojJTYFmoI/maxresdefault.jpg,na,na,44140,2319,0,921,yes,yes,yes
93,UCzhqkiDP9FSd97bVuMN0cYA,Clicks South Africa,k0k5WYvWsZk,2020-02-14T12:56:31Z,2020-02-14 12:56:31,2020,2,14,NEW Pond's mineral clay cleansers at Clicks!,"Brighten, target pimples and purify your skin with the new Ponds mineral clay cleaners! Available NOW! #Skincare #Beauty #Clicks",na,Howto & Style,Lifestyle_(sociology),17,hd,FALSE,na,na,https://i.ytimg.com/vi/k0k5WYvWsZk/maxresdefault.jpg,na,na,1281,6,0,0,no,yes,yes
94,UC42zupOELomcKAqqE-Dj4Zw,What are we doing here?,YuNvfobgv50,2020-09-13T18:59:59Z,2020-09-13 18:59:59,2020,9,13,"Clicks Hair Advert, EFF, Cricket SA, Cyril Ramaphosa's Economic Plan and PRASA: South African News","Join Comedians Sam Thomas and Dustin Moore as the take a funny look at each week's biggest South Africa news. In this week's South Africa news, they cover the Clicks Hair Advert, EFF and Julius Malema, Cyril Ramaphosa's economic recovery plan for South Africafollowing months of lockdown and ANC corruption, The continued meltdown at CricketSA and last Railway theft at PRASA. Subscribe to keep up with all the latest South African news with each week's episode of ""What Are We Doing Here"".","SA News,SA News today,ANC Corruption,Loadshedding,South Africa News,south african youtubers,south africa news channel,south africa anc corruption,South African ANC Corruption,ANC Corruption Youtube,eskom news load shedding,anc corruption 2020,sourth african news comedy,daily show South Africa,cyril ramaphosa,Eskom News,Clicks Advert,Clicks Hair Advert,EFF,Julius Malema,Clicks Advert EFF,south african news,sa cricket,mzanzi news,what are we doing here",Comedy,"Society,Television_program",337,hd,FALSE,na,en-GB,https://i.ytimg.com/vi/YuNvfobgv50/maxresdefault.jpg,na,Johannesburg,497,19,0,7,yes,yes,yes
96,UCI3RT5PGmdi1KVp9FG_CneA,eNCA,59uEjm0OlRs,2020-09-07T08:13:41Z,2020-09-07 8:13:41,2020,9,7,Clicks warns EFF against shutdown,Lawyers representing Clicks say EFF should refrain from inciting violence and threatening to shut down its stores. The party took to twitter to mobilise its members to forcefully shut down the health and beauty retail's outlets. Courtesy #DStv403,na,News & Politics,"Politics,Society,Television_program",378,hd,FALSE,en,en,https://i.ytimg.com/vi/59uEjm0OlRs/maxresdefault.jpg,1,na,45445,307,0,na,yes,yes,yes
98,UCWVbAybOwwpod4hfiDvc03Q,The Brother Leader,d-2PhlnrlTM,2020-09-09T20:59:15Z,2020-09-09 20:59:15,2020,9,9,Racist Clicks Advertisement Unpacked,"This is video seeks to highlight the depth of hurt Clicks (South African retailer) has caused to millions of black people, in particular black women in South African and across the world. Clicks has put up an advertisement on their website which describes black people's hair as damaged and white people's hair as ""normal"". There is no place for racists/racism in this world!",na,People & Blogs,Society,960,hd,FALSE,na,na,https://i.ytimg.com/vi/d-2PhlnrlTM/maxresdefault.jpg,na,na,118,10,0,9,yes,yes,yes
99,UCTlof84dJN9fcUvcb4aly0w,Kay Monqo,jE2f4kdkPqM,2020-04-12T23:43:56Z,2020-04-12 23:43:56,2020,4,12,MUST HAVE NATURAL HAIR PRODUCTS: A BEGINNER'S GUIDE|| PRODUCTS ON A BUDGET|| SOUTH AFRICAN YOUTUBER,"Hey Guys As promised, I am going to be uploading almost everyday giving tips and guides about how to look after your natural hair whether you've just embarked on the natural hair journey or already have natural hair and still have some questions. Here are some of the products mentioned in the video with their prices, all these products can be found at either Dischem or Clicks. I am aware that the Carol's Daughter hair mask is quite scarce lately I really hope the stores do better on stocking their products because they really are great products. Afrobotanics Hydrating Conditioner 500ml : R99 Nilotiqua nourishing oil 250ml: R139 Nilotiqua deep moisture butter 250ml: R169 Afrobotanics Oil 100ml : R94,99 Afrobotanics twist curl and define cream: R74.99 AfriTrue shampoo 250ml: R67.99 I hope you guys enjoy this video Xx.. For collaborations: monqokhanyisa@gmail.com",na,People & Blogs,Lifestyle_(sociology),982,hd,FALSE,na,na,https://i.ytimg.com/vi/jE2f4kdkPqM/maxresdefault.jpg,1,na,81906,2850,0,168,no,yes,yes
100,UC7CXDA7ZCU9Od6qzQr6phww,Eyewitness News,bnSDYxZP4lM,2020-09-08T07:15:50Z,2020-09-08 7:15:50,2020,9,8,"""Clicks must go to hell"" - EFF protest against store's racist advert",EFF members gathered outside Clicks stores across the country in protest against a racist hair product advert which the retailer posted on its website. #EFF #Clicks ClicksMustFall,na,News & Politics,Society,202,hd,FALSE,na,en-GB,https://i.ytimg.com/vi/bnSDYxZP4lM/maxresdefault.jpg,1,na,103949,549,0,803,yes,yes,yes
103,UC8qg7_sJ8NM3D3GJgoEbMFA,Hot Mzansi,8GpjtyzDHQ8,2020-09-07T07:27:00Z,2020-09-07 7:27:00,2020,9,7,WATCH | Beautiful SA Women Send STRONG Messages To CLICKS After Racist Advert,WATCH | Beautiful SA Women Send STRONG Messages To CLICKS After Racist Advert,"Clicks advert,Clicksmustfall,EFF,Julius malema,Clicks shops,Sa celebrity stories,Sabc digital news,Enca,News24,HotMzansi,Owamie hlongwane entertainment",People & Blogs,Lifestyle_(sociology),225,sd,FALSE,na,na,https://i.ytimg.com/vi/8GpjtyzDHQ8/maxresdefault.jpg,1,na,18908,176,0,39,yes,yes,yes
104,UCg3_ouPNOFSbjU_eYg4HslA,Jade Godbolt,f6jM-nbaW-s,2022-01-27T17:34:57Z,2022-01-27 17:34:57,2022,1,27,WE MADE IT! #YoutubeBlack Voices Fund Creator Class of 2022,na,na,Howto & Style,,43,hd,FALSE,en,en,https://i.ytimg.com/vi/f6jM-nbaW-s/maxresdefault.jpg,1,na,2416,125,0,14,no,no,yes
107,UCQMML3hAsx-Mz9j9ZN0tThQ,Newzroom Afrika,dbMyMQLtv60,2020-09-08T10:01:44Z,2020-09-08 10:01:44,2020,9,8,EFF Spokesperson Vuyani Pambo says the protest at Clicks continues despite court interdict,EFF Spokesperson Vuyani Pambo reiterates that Clicks will be shutdown until Friday and only open on Saturday. Tune into #Newzroom405 for more.,na,News & Politics,"Politics,Society,Television_program",580,hd,FALSE,en,na,https://i.ytimg.com/vi/dbMyMQLtv60/maxresdefault.jpg,na,na,4390,54,0,28,yes,yes,yes
110,UC5G5Dy8-mmp27jo6Frht7iQ,Umgosi Entertainment,LwyXeTllzDc,2020-09-14T09:08:47Z,2020-09-14 9:08:47,2020,9,14,HERE IS WHAT VUSI THEMBEKWAYO SAID ABOUT CLICKS HAIR ADVERTS AND THE PROTEST | TRENDINGSA,"HEY SWEETIES HERE IS WHAT VUSI THEMBEKWAYO SAID ABOUT CLICKS HAIR ADVERTS AND THE PROTEST , WATCH THE VIDEO TILL THE END TO GET THE FULL INSIGHT #TRENDINGSA",na,People & Blogs,Society,485,sd,FALSE,na,en-US,na,1,South Africa,550,7,0,1,yes,yes,yes
112,UCI3RT5PGmdi1KVp9FG_CneA,eNCA,iPUAl1jywdU,2020-09-14T16:16:44Z,2020-09-14 16:16:44,2020,9,14,Local haircare businesses want support,Local hair product manufacturers want government and retailers to support them to get and keep their merchandise on shelves. The call comes after outrage at Clicks for promoting a racially offensive TRESemmé ad. The retailer says it will now use that shelf space for local brands. Aviwe Mtila is following this story. #DStv403,na,News & Politics,"Business,Health,Society,Television_program",177,hd,FALSE,en,en,https://i.ytimg.com/vi/iPUAl1jywdU/maxresdefault.jpg,1,na,939,12,0,na,yes,yes,yes
118,UConSnA3NwFFj40GfMsdsG7w,Palesa L. Phillips,d3XbHqzZVX0,2020-08-04T16:10:22Z,2020-08-04 16:10:22,2020,8,4,BEST DIY HAIR MASK- BENTONITE CLAY ON NATURAL HAIR (4B) | SOUTH AFRICAN HAIR YOUTUBER,"Hey Cuties! As we continue to share tips and tricks that help us through our natural hair journies- I decided to show you guys one of my favourite DIY hair masks - The Bentonite Clay hair mask. This hair mask gives your natural hair definition and makes your curls pop. It clarifies without making your hair dry. 🌸 Catch up with me on Social media: Instagram: https://www.instagram.com/palesalfry/ Twitter: https://www.twitter.com/palesalfry/ Facebook: https://www.facebook.com/palesalfry/ TikTok: https://www.tiktok.com/palesalfry/ For any business inquiries and collaborations, please email palesaL.Fry@gmail.com Thank you so much for watching!!","bentonite clay mask,bentonite clay natural hair,aztec,aztec healing clay on 4c hair,results,before and after,natural hair cleanser,Best DIY hair mask,hair growth,how to define your curls,how to keep curls moiturised,wash day,south african youtuber,4b hair routines,4b hair south africa,raquel molatole,mpumi ledwaba,sinovuyo mondliwa,yolz,mandisa kuhle,xukununu",People & Blogs,"Hobby,Lifestyle_(sociology)",525,hd,FALSE,na,en,https://i.ytimg.com/vi/d3XbHqzZVX0/maxresdefault.jpg,1,na,1218,64,0,21,no,no,yes
120,UCMTJdjeJ148pudakrag1azw,King Mshotinarry,KhWmtpOvdjs,2020-09-07T04:00:15Z,2020-09-07 4:00:15,2020,9,7,EFF calls shut down of all Clicks stores in South Africa over a racist ad & Clicks denies,Clicks issued an apology hower EFF ayizwile and they are willing to shut down all stores across South Africa.,"EFF,Clicks,Racist,Denied",Education,Society,116,sd,FALSE,na,en-GB,https://i.ytimg.com/vi/KhWmtpOvdjs/maxresdefault.jpg,na,na,1775,12,0,2,yes,yes,yes
121,UCI3RT5PGmdi1KVp9FG_CneA,eNCA,-vdIFk95vPk,2020-09-07T08:23:46Z,2020-09-07 8:23:46,2020,9,7,EFF harasses eNCA reporter,"Our reporter, Nobusuthu Hejana, has been harassed by members of the EFF while covering the Clicks story. She's been forced to drop this assignment, and other members of the media have also done so in solidarity with her. Nobesuthu is in Cape Town with this story for us. Courtesy #DStv403",na,News & Politics,"Politics,Society,Television_program",348,hd,FALSE,na,na,na,1,na,72113,234,0,0,yes,yes,yes
123,UCoW2Cv8gzZv6LqYhVgxyTzQ,Owamie Entertainment,OOGgY-r5gqg,2020-09-08T05:00:01Z,2020-09-08 5:00:01,2020,9,8,"Clicks In Hot Water After They Claimed Black People's Hair Is Dry, Damaged And Frizzy","Clicks In Hot Water After They Claimed Black People's Hair Is Dry, Damaged And Frizzy #Clicks #AlindeNgubane #Tresemme Alinde Ngubane's channel https://www.youtube.com/channel/UCPM7MduOm176M3fAvy1yNdw",na,Entertainment,Lifestyle_(sociology),898,hd,FALSE,na,na,https://i.ytimg.com/vi/OOGgY-r5gqg/maxresdefault.jpg,1,na,10647,549,0,232,yes,yes,yes
124,UCNitZHqDsg6zG-a0RiKrgYw,DoRo Lungani,S0WbQE2CgEA,2020-09-04T13:34:13Z,2020-09-04 13:34:13,2020,9,4,My views on clicks' racist advert | DoRo Talks,"clicks is in another racist scandal. The Clicks Company shared disturbing pictures on their website. These pictures show 2 women, 1 with african hair and another with European hair. The one with Afrcan hair is captioned ""Dry and Damaged hair"" and of course the white lady is captioned ""fine and flat hair"". This comes after months of protests around the world for Black Lives Matter. Doro shares his thoughts on the matter Follow me: Insta: @DoRo_Lungani TikTok: @DoRo_Lungani Facebook: DoRo Lungani","clicks,Racist advertising,Black Lives Matter,Clicks racist advert",Comedy,Lifestyle_(sociology),231,hd,FALSE,na,zu,na,na,na,39223,91,0,31,yes,yes,yes
126,UCoemSA2Kr6MoNgDMOS5gcyg,Rich SA,_x97wV0adRM,2020-09-07T09:47:06Z,2020-09-07 9:47:06,2020,9,7,Racist ad cost Clicks stores All over South Africa 👉 shutdown| Eff leader Julius malema Explains|,#Clicksad #eff #shutdownClicks,na,People & Blogs,Society,327,hd,FALSE,na,na,na,na,na,23,4,0,1,yes,yes,yes
130,UCgp4A6I8LCWrhUzn-5SbKvA,TVC News Nigeria,h9v5B1F--iI,2020-09-11T00:36:16Z,2020-09-11 0:36:16,2020,9,11,"Nigeria Emerges Most Terrorised Country In Africa, Ranks Worse Than Syria, Yemen, Somalia","Today on the programme, Nigeria emerges most terrorised country in Africa, ranks worse than Syria, Yemen, Somalia and Pakistan, and later on the show, Attorney-General, Abubakar Malami expresses readiness to testify against Ibrahim Magu, as suspended EFCC Chairman dares him to show evidence that he received bribes and enriched himself. I will be hanging out with Babajide Kolade-Otitoju, while Wale Adeoye joins via Skype Subscribe to our YouTube channel for more great videos: http://www.youtube.com/tvcnewsnigeria Follow us on Twitter: https://twitter.com/tvcnewsng Like us on Facebook: https://www.facebook.com/tvcnewsng For more great content go to https://tvcnews.tv Download our mobile app for iPad, iPhone and Android at http://mobile.tvcnews.tv or go to the store","Insecurity,Nigeria",News & Politics,"Politics,Society,Television_program",3017,hd,FALSE,na,en,https://i.ytimg.com/vi/h9v5B1F--iI/maxresdefault.jpg,1,na,15231,85,0,53,yes,yes,yes
131,UCMwDXpWEVQVw4ZF7z-E4NoA,StellenboschNews Com,F0rkO7UgGUg,2020-09-10T12:10:14Z,2020-09-10 12:10:14,2020,9,10,EFF's protest at the Clicks in Eikestad Mall on 10 September,The EFF has spent the past week protesting Clicks' hair advertisement that portrayed black women's hair in a negative way. EFF members and supporters in Stellenbosch were protesting in front of the Clicks in the Eikestad Mall. Video: Supplied.,na,People & Blogs,Society,46,sd,FALSE,na,na,na,na,na,176,1,0,0,yes,yes,yes
132,UC8yH-uI81UUtEMDsowQyx1g,SABC News,JXz_3WWo3ew,2020-09-07T04:35:29Z,2020-09-07 4:35:29,2020,9,7,#SABCNews AM Headlines | 07 September 2020,"For more news, visit sabcnews.com and also #SABCNews, #Coronavirus, #COVID19, #COVID-19News on Social Media.","SABC News,actuality,world news,local news,Coronavirus,COVID-19,COVID-19 Lockdown,COVID-19 News",News & Politics,"Health,Society,Television_program",126,hd,FALSE,na,en,https://i.ytimg.com/vi/JXz_3WWo3ew/maxresdefault.jpg,1,na,3147,12,0,2,yes,yes,yes
133,UCF-A_4x9-bLrxXrmgBOWuJA,Economic Freedom Fighters,dgUlvv0VKSY,2020-09-07T07:29:10Z,2020-09-07 7:29:10,2020,9,7,"CIC Julius Malema at Clicks, Mall of the North #ClicksMustFall","CIC Julius Malema at Clicks, Mall of the North #ClicksMustFall",na,News & Politics,Society,1893,hd,FALSE,na,en-US,https://i.ytimg.com/vi/dgUlvv0VKSY/maxresdefault.jpg,na,na,10996,329,0,0,yes,yes,yes
135,UCQMML3hAsx-Mz9j9ZN0tThQ,Newzroom Afrika,mEEAwM_Wy5M,2020-09-08T07:53:24Z,2020-09-08 7:53:24,2020,9,8,EFF blames a so-called 'third force' for the vandalism of Clicks stores,"The EFF is blaming a so-called 'third force' for the vandalism of Clicks stores during a shutdown by the party. For more on this, Michelle Craig spoke to the EFF's National Chairperson, Veronica Mente. Tune into #Newzroom405 for more.",na,News & Politics,"Politics,Society",517,hd,FALSE,en,na,https://i.ytimg.com/vi/mEEAwM_Wy5M/maxresdefault.jpg,na,na,3271,40,0,47,yes,yes,yes
136,UCUMaf2Yt-MC9WJgl1pWem9w,SABC Trends TV,aORfsQnFizA,2020-09-07T14:34:40Z,2020-09-07 14:34:40,2020,9,7,Eff Shutdown Clicks Shops,#Clicks #EFF #clickshairadvert Africa hair is called “Dry and Damaged” by Clicks,"clicks hair advert,clicks,sabc news,local news",Entertainment,Society,593,hd,FALSE,na,na,na,na,na,426,na,0,na,yes,yes,yes
139,UCzqFS4UcsG1zkn9Gc9prudw,Morning Shot,ePYtPFvyFUQ,2020-09-07T05:00:11Z,2020-09-07 5:00:11,2020,9,7,"Wow - EFF do it for the Clicks, Farm Murders and The DA Policy Conference.","EFF targets Clicks for publicity, DA policy conference and farm attacks on the rise. SPONSOR: https://www.thequartermaster.co.za/ Support Morning Shot: https://morningshot.co.za/fund/ Buy my coffee: https://store10490734.ecwid.com/ Email Me: info@morningshot.co.za Follow me on Twitter: @romancabanac Follow me on Instagram: @romancab87 Sources: EFF action planned https://www.thesouthafrican.com/news/eff-protests-clicks-stores-where-julius-malema-what-time-monday-7-september/ Farm attacks increasing https://www.iol.co.za/thepost/news/increasing-attacks-means-farming-no-longer-a-fertile-ground-for-indian-families-b7da2e56-9888-46de-808e-190f06b23bf4","South Africa,News,News24,ENCA,SABC,Clicks,Julius Malema,EFF,Democratic Alliance",News & Politics,"Politics,Society",833,hd,FALSE,na,en,https://i.ytimg.com/vi/ePYtPFvyFUQ/maxresdefault.jpg,1,South Africa,11047,2042,0,232,yes,yes,yes
141,UCbpEMCYyAte8pkAryk9s6kg,tumiandlovelythings,FFORCGvfNbI,2020-09-07T11:10:51Z,2020-09-07 11:10:51,2020,9,7,"UPDATE: Clicks Hair Advert woes| TWA , AFROS VS WEAVES| Is black hair bad hair?",An update of the continuing Clicks saga #eff #clicks The views expressed on this channel and in this video in particular do not necessarily represent the views of the owner of the channel or any of her affiliates. The content was created strictly for entertainment and information purposes. VIEWER DISCRETION IS ADVISED.,na,People & Blogs,Society,303,hd,FALSE,na,na,https://i.ytimg.com/vi/FFORCGvfNbI/maxresdefault.jpg,na,na,990,0,0,0,yes,yes,yes
142,UCdWF3P7AswCKdoXM_sAdcWQ,Ile Eko Omoluabi,96T3PBtkXLU,2020-09-18T21:45:17Z,2020-09-18 21:45:17,2020,9,18,"Hair Politics: Clicks, Weaves and Internalized Anti-Blackness with Ntsiki Mazwai","This was a conversation with Ntsiki Mawai - aka Street Queen on the question of black women wearing their natural hair. Ntsiki shares her thoughts on weaves and its implication on black liberation, economics and self acceptance. ONLINE: www.ntsikimazwai.co.za TWITTER: www.twitter.com/ntsikimazwai SOUNDCLOUD: www.soundcloud.com/ntsikimazwai YOUTUBE CHANNEL: www.youtube.com/ntsikimazwai BLOG: www.wordpress.com/ntsikimazwai iTunes: https://itunes.apple.com/za/album/ndingubani/id663474147 Poems: https://www.youtube.com/watch?v=cpodaCD83H0 | https://www.youtube.com/watch?v=cpodaCD83H0 | https://www.youtube.com/watch?v=JxxF19IVOwo BOOKINGS: ntsiki_mazwai@yahoo.com / missmazwai@gmail.com","natural hair,natural hair care,natural hair journey,natural hairstyels,history of black hair,black hair,going natural,politics and covid-19,you can touch my hair,hair culture,hair tutorial,relaxers,melissa harris perry,black women,straight hair routine,straight hair,politics,how to straighten your hair,hair straightening,women's hair,straight hair hairstyles,upenn,hair,africana",People & Blogs,Society,1894,hd,FALSE,na,en,na,na,na,103,5,0,0,yes,yes,yes
143,UC5G5Dy8-mmp27jo6Frht7iQ,Umgosi Entertainment,8_xPJjpp5qI,2020-09-09T09:18:18Z,2020-09-09 9:18:18,2020,9,9,WATCH WHAT EFF DID TO CLICKS STORE😳 |THIS IS GETTING OUT OF HAND😳🇿🇦 | TRENDINGSA,"WATCH WHAT EFF DID TO CLICKS STORE😳 |THIS IS GETTING OUT OF HAND Hey sweeties I hope you well, thank you so much for taking your time to watch my video. Please don’t forget to support me by subscribing, liking and sharing this video, Please comment down below the type of videos you also wanna see on this channel ❤️ Instagram: ladylondie Facebook page: keeping up with Queen Email : Londeka502@gmail.com FAQ -I’m 23 years old -I use my iPhone 7 to film -I use iMovie and filmora to edit -I use thumbnail app for my thumbnail",na,People & Blogs,Society,140,sd,FALSE,na,en-US,na,1,na,48,3,0,0,yes,yes,yes
144,UCt6YmWR56exQFpUnEjSljQg,Blackish Blue TV,Gzdfe_qZsfM,2020-09-08T09:59:38Z,2020-09-08 9:59:38,2020,9,8,"Julius Malema Insulting The SAPS On That ""Racist Clicks Advertisement"" Matter","While closing down the Clicks stores the EFF were ""interrupted"" by the SAPS and this is what Julius Malema had to say","julius malema,police,injustice,racism",News & Politics,"Politics,Society",31,hd,FALSE,na,na,https://i.ytimg.com/vi/Gzdfe_qZsfM/maxresdefault.jpg,na,South Africa,281,9,0,0,yes,yes,yes
145,UCaCcVtl9O3h5en4m-_edhZg,Celeb LaLa Land,1l5GZ0NhVzs,2020-09-08T18:43:58Z,2020-09-08 18:43:58,2020,9,8,Somizi Mhlongo’s “Take on” Clicks Hair Advert,#SomiziMhlongo #Clicks #ClicksHairAd,na,People & Blogs,"Entertainment,Television_program",223,hd,FALSE,na,na,na,na,na,519,11,0,2,yes,yes,yes
146,UCZOS2sfCt1wmZSec4Oap87w,Son Koerant,Upr5Iakkw-8,2020-09-07T09:36:42Z,2020-09-07 9:36:42,2020,9,7,EFF hou Clicks se deure toe,DIE EFF het nie Clicks se verskoning of prokureursbriewe kop toe gevat nie en het Maandagoggend voortgegaan met hul beplande protesoptog om takke landwyd gesluit te hou.,na,News & Politics,Society,96,sd,FALSE,na,na,na,na,na,1509,3,0,3,yes,yes,yes
149,UCMwDXpWEVQVw4ZF7z-E4NoA,StellenboschNews Com,v8XfpOij7BI,2020-09-10T11:59:51Z,2020-09-10 11:59:51,2020,9,10,EFF protest outside Eikestad Mall's Clicks on 10 September,The EFF has continued its protest against Clicks' hair advertisement that they deemed to be racist. This Clicks is in Stellenbosch's Eikestad Mall. Video: Supplied.,na,People & Blogs,Entertainment,20,sd,FALSE,na,na,na,na,na,212,1,0,0,yes,yes,yes
150,UC6wb-vK4OUBx66fHZ20KYQg,South African Indians - South African Youtuber,A0IynJCSUjI,2020-09-10T08:08:47Z,2020-09-10 8:08:47,2020,9,10,Granny pulls a gun | EFF | Self Defence | Clicks Hair advert protest: (September 2020),"Granny pulls a gun | EFF | Self Defence | Clicks Hair advert protest: (September 2020) An old lady was intimidated by EFF supporters, and was then detained for protecting herself in self defence Unfortunately, she was arrested shortly after. #grannypullsgun #clicks #eff #juliusmalema #economicfreedomfighters #clickshairadvert #protest #selfdefence","granny pulls gun,granny pulls gun on eff,eff protest,south africa,public pranks,ross smith grandma,clicks hair advert,julius malema,economic freedom fighters,old lady pulls gun in clicks,old lady pulls gun eff,protest in south africa 2020,clicks protest south africa,clicks protest gun,clicks protest eff,granny pulls gun on eff,granny pulls gun on eff supporters,eff,news",Entertainment,Society,36,hd,FALSE,na,na,na,na,na,3465,12,0,1,yes,yes,yes
152,UCc3j4dEIT7Cp4IGDnEm1ElA,Buhle N,BLKsoIibUFg,2022-07-14T13:00:06Z,2022-07-14 13:00:06,2022,7,14,MY *ABSOLUTE* FAVOURITE 4C HAIR PRODUCTS | THE HOLY GRAIL OF 4C HAIRCARE ft my favourite tools,"***OPEN ME 😃*** For best viewing pleasure, watch in HD 1080p ———————————— Molweni, molweni! I hope you’re well. Today I round up aaaallll my favourite hair products for 4c natural hair. I’d like to be of the opinion that most of the products mentioned are affordable natural hair products AND they are great for incorporating into a Afro winter haircare routine. These products are also beginner friendly and should form part of a beginner’s must have natural hair products. Most of these brands are proudly South African, except for palmers. I definitely love supporting local & truly, local is lekker. Don’t forget to like, comment, share and subscribe Products mentioned: Native child moisturising shampoo: Afrobotanics amina deep conditioner: Palmers natural fusions chia seed and Argan oil hair mask: R30-R60 My natural hair Hydration mask: R159 Girl boss mango & marula leave-in conditioner spray: My natural hair Leave-in conditioner: R137 Girl boss mango & marula growth butter: Double power curl butter: couldn’t find the price Products are available at clicks, dischem, cosmetic connection & TakeAlot ———————————— Socials: IG: buhlenaledi Tik tok: BuhleN_ Email: beengindi@gmail.com ——————————————————— #southafricanyoutuber #roadto1k #winterhaircare Music by STUDIO BEYOND - Lazy Anonymous - https://thmatc.co/?l=7C10B70B","favourite winter hair products,favourite natural hair products 2022,favourite 4c winter hair products,4c hair wash day products,best wash day products for 4c hair,4c winter hair care,4c products for hair growth,4c hair product reviews,high porosity,high porosity natural hair,high porosity hair products,low porosity natural hair,low porosity hair products,4c deep conditioner,4c hair loc method,4c winter moisture routine,beginner natural hair products",People & Blogs,Lifestyle_(sociology),646,hd,FALSE,na,en-GB,https://i.ytimg.com/vi/BLKsoIibUFg/maxresdefault.jpg,na,na,405,27,0,12,yes,no,yes
153,UCxDCr8xHS9DHfnmHNoNFnRg,E News Mzansi,fLvjWFYfpao,2020-09-07T07:36:03Z,2020-09-07 7:36:03,2020,9,7,EFF Forces clicks stores to shut down and they mean it.... (video),EFF Forces clicks stores to shut down and they mean it.... (video) □ Connect with us on social media👇 ■ Instagram: 👉 https://www.instagram.com/entertainment_news_mzansi/ ■ Facebook: http://Facebook.com/mzansiEntertainmentNews/?ref=settings ■ Twitter: (@EMzansil): https://twitter.com/EMzapinsil?s=09 ------------------------------------------------------------------------------------------ #eff #clicksshutdown #ClickMustFall #cicMalema,"eff,chic male a,Julius malema,mnuyiseni ndlozi,cabinet reshuffle,south african politics,economic freedom fighters,south african parliament,clicks stores,clicks must fall campaign,clicks racist adverts,clicks pharmaceuticals,south Africa,politics,e news mzansi",Entertainment,"Politics,Society",249,sd,FALSE,na,en,https://i.ytimg.com/vi/fLvjWFYfpao/maxresdefault.jpg,1,na,687,11,0,7,yes,yes,yes
154,UCzvl9exW-o8IsySPU-ezgoQ,TheKingzRSA,m4KitiLQ0_g,2020-09-09T03:58:58Z,2020-09-09 3:58:58,2020,9,9,EFF Destroy clicks stores|| South Africa,"WELCOME BACK TO THE SPEAKLIFE CHANNLE🔥❤ IN THIS VIDEO I AM GOING To LOOK AT HOW THE EFF Destroy clicks stores|| South Africa WATCH THIS VIDEO🎥🎬 FULLY AND I HOPE YOU ALL LOVE ❤ IT AND SO DOING LIKE THIS VIDEO 👍 COMMENT✏ ON THE VIDEO AND SHARE WITH YOUR FAMILY ,FRIENDS BECAUSE YOUR DOGS😂 AND CATS AS ALREADY SUBSCRIBED WHAT ARE YOU WAITING FOR? 😲😆 AND TURN ON THAT BELL 🔔 👈 SO THAT YOU WILL BE NOTIFIED EVERY TIME (TUESDAY ) WE DROP A NEW LITE VIDEO #Enews #News24 Don't forget to follow us on the following platforms Gustave *instagram - (@gustave_tshilaba): https://www.instagram.com/gustave_tshilaba/ *Tweeter - (@gustavetshilaba): https://twitter.com/gustavetshilaba?s=09 Patrick Instagram - (@tshilaba7): https://www.instagram.com/tshilaba7/ DIEUDONNE https://www.instagram.com/dieudonnetshilaba?r=nametag Speaklife *Instagram - https://www.instagram.com/speaklife_123/  *Facebook - https://www.facebook.com/Speak-life-526908537714166/  *YouTube - https://youtu.be/HFYqN7dFgW0  *Twitter - https://twitter.com/123Speaklife?s=08 FOLLOW, LIKE, SUBSCRIBE","Sabcnews,Corona virus,Actuality,Enews,News24,EFF Destroy clicks stores|| South Africa,Eff destroy clicks,Why Destroying clicks stores eff,eNca",Entertainment,Society,618,hd,FALSE,na,en,https://i.ytimg.com/vi/m4KitiLQ0_g/maxresdefault.jpg,1,na,205,11,0,9,yes,yes,yes
