logoAnnotations,fullTextAnnotation,image_file
,"GIRL
BO
Hair
Growth
& Mar
Mange
M
OHS
85 FL OZ/100 M",clickssample60MYABSOLUTEFAVOURITE4CHAIRPRODUCTSTHEHOLYGRAILOF4CHAIRCAREftmyfavouritetoolsclickssample60MYABSOLUTEFAVOURITE4CHAIRPRODUCTSTHEHOLYGRAILOF4CHAIRCAREftmyfavouritetools_scene_55.jpeg
,"nativechild.
Afro Kinky Hair
MOISTURISING SHAMPOO
Sulfate & Paraben Free
Ashampoo specially formulated to suit the need
chair types prone to dryness and breakage
deansing system has been combined with s
adice. The nourishing combination of peotherd
ecially chosen conditioners, lo give the hair sob
ng to strengthen the hair, thereby minimising D
natural oils brings back life and volume, w
ce of further breakage.
8:45-
250ml",clickssample60MYABSOLUTEFAVOURITE4CHAIRPRODUCTSTHEHOLYGRAILOF4CHAIRCAREftmyfavouritetoolsclickssample60MYABSOLUTEFAVOURITE4CHAIRPRODUCTSTHEHOLYGRAILOF4CHAIRCAREftmyfavouritetools_scene_6.jpeg
,"599
Especially when styling",clickssample60MYABSOLUTEFAVOURITE4CHAIRPRODUCTSTHEHOLYGRAILOF4CHAIRCAREftmyfavouritetoolsclickssample60MYABSOLUTEFAVOURITE4CHAIRPRODUCTSTHEHOLYGRAILOF4CHAIRCAREftmyfavouritetools_scene_68.jpeg
,nativechild.,clickssample60MYABSOLUTEFAVOURITE4CHAIRPRODUCTSTHEHOLYGRAILOF4CHAIRCAREftmyfavouritetoolsclickssample60MYABSOLUTEFAVOURITE4CHAIRPRODUCTSTHEHOLYGRAILOF4CHAIRCAREftmyfavouritetools_scene_7.jpeg
,"Thank You
for Watching!",clickssample60MYABSOLUTEFAVOURITE4CHAIRPRODUCTSTHEHOLYGRAILOF4CHAIRCAREftmyfavouritetoolsclickssample60MYABSOLUTEFAVOURITE4CHAIRPRODUCTSTHEHOLYGRAILOF4CHAIRCAREftmyfavouritetools_scene_72.jpeg
Pond's,"new
mineral
clay
cleansers
POND'S
FORMULATED BY THE POND'S INSTITUTE
FLAWLESS
RADIANCE
MINERAL CLAY
Cleanser
brighten
DEEP CLEANSE
BRIGHTEN
WITH VITAMIN B3",clickssample60NEWPondsmineralclaycleansersatClicksclickssample60NEWPondsmineralclaycleansersatClicks_scene_0.jpeg
eNCA,"16:26
SA'S RACIAL TENSIONS
BEAUTY AND HEALTH RETAILER CLICKS
NATURAL HAIR CAMPAIGN LABELLED 'RACIST'
eNCA.com SA RECORDS 854 NEW COVID-19 CASES
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_1.jpeg
eNCA,"LOAD-SHEDDING STAGE
STATUS
LIVE 16:35
SA'S RACIAL TENSIONS
CLICKS TURNS TO THE COURTS AND GETS AN INTERDICT
TO PREVENT THE EFF FROM VANDALISING ITS STORES
eNCA.com WEST AFRICAN LEADERS WANT MALI JUNTA TO NAME PRESIDENT
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_10.jpeg
eNCA,"LIVE 16:36
SA'S RACIAL TENSIONS
CLICKS BANS TRESEMME PRODUCTS FROM ITS STORES
AND A SENIOR EXECUTIVE AT THE RETAILER RESIGNS
eNCA.com CSA SAYS IT WILL NOT WORK EXCLUSIVELY WITH BLACK CONSULTANTS
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_11.jpeg
eNCA,"LIVE 16:36
SA'S RACIAL TENSIONS
CLICKS BANS TRESEMME PRODUCTS FROM ITS STORES
AND A SENIOR EXECUTIVE AT THE RETAILER RESIGNS
eNCA.com PLEASE SEND PICS AND VIDEOS TO pictures@enca.com OR upload.enca.com
eNCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_12.jpeg
eNCA,"LOAD-SHEDDING STAGE
STATUS
LIVE 16:38
SA'S RACIAL TENSIONS
BEAUTY AND HEALTH RETAILER CLICKS
NATURAL HAIR CAMPAIGN LABELLED 'RACIST'
eNCA.com WHO SAYS WORLD MUST BE BETTER PREPARED FOR NEXT PANDEMIC
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_13.jpeg
eNCA,"LOAD-SHEDDING STAGE
STATUS
501
ANCIENT HISTORY
LIVE 16:39
SA'S RACIAL TENSIONS
BEAUTY AND HEALTH RETAILER CLICKS
NATURAL HAIR CAMPAIGN LABELLED 'RACIST'
eNCA
NO FEAR. NO FAVOUR.
eNCA.com CRICKET SA CLARIFIES TRANSFORMATION POLICY FOLLOWING RECENT REPORTS",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_14.jpeg
eNCA,"LIVE 16:40
Skype
SA'S RACIAL TENSIONS
EFF MEMBERS PROTEST AT CLICKS STORES
AND DEMAND THAT ALL STORES SHUT DOWN
eNCA.com CLICKS REMOVES TRESEMME PRODUCTS FROM ITS SHELVES
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_15.jpeg
eNCA,"LOAD-SHEDDING STAGE
LIVE 16 41
STATUS
SA'S RACIAL TENSIONS
EFF MEMBERS PROTEST AT CLICKS STORES
AND DEMAND THAT ALL STORES SHUT DOWN
eNCA.com ALL EMPLOYEES INVOLVED IN PUBLISHING THE AD ARE SUSPENDED
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_16.jpeg
eNCA,"LOAD-SHEDDING STAGE
STATUS
LIVE 16 42
SA'S RACIAL TENSIONS
CLICKS BANS TRESEMME PRODUCTS FROM ITS STORES
AND A SENIOR EXECUTIVE AT THE RETAILER RESIGNS
eNCA.com CSA SAYS IT WILL NOT WORK EXCLUSIVELY WITH BLACK CONSULTANTS
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_17.jpeg
eNCA,"LOAD-SHEDDING STAGE
STATUS
5015
ANCIENT HISTORY
LIVE 16 43
SA'S RACIAL TENSIONS
eNCA
CLICKS BANS TRESEMME PRODUCTS FROM ITS STORES
AND A SENIOR EXECUTIVE AT THE RETAILER RESIGNS
eNCA.com ENGLAND'S MASON GREENWOOD APOLOGISES FOR BREAKING COVID-19 RULES
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_18.jpeg
"eNCA,Skype","S Skype
LIVE 16:44
SA'S RACIAL TENSIONS
EFF MEMBERS PROTEST AT CLICKS STORES
AND DEMAND THAT ALL STORES SHUT DOWN
eNCA.com SENIOR EXECUTIVE RESPONSIBLE FOR OFFENSIVE ADVERT RESIGNS
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_19.jpeg
eNCA,"LIVE 16 27
SA'S RACIAL TENSIONS
BEAUTY AND HEALTH RETAILER CLICKS
NATURAL HAIR CAMPAIGN LABELLED 'RACIST'
eNCA.com COURT INTERDICTS EFF TO STOP INTERFERING WITH CLICKS BUSINESS
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_2.jpeg
eNCA,"LIVE 16:27
SA'S RACIAL TENSIONS
EFF MEMBERS PROTEST AT CLICKS STORES
AND DEMAND THAT ALL STORES SHUT DOWN
eNCA.com ALL EMPLOYEES INVOLVED IN PUBLISHING THE AD ARE SUSPENDED
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_3.jpeg
eNCA,"LIVE 16:29
NEWS GRID
SA'S RACIAL TENSIONS
e NCA
CLICKS TURNS TO THE COURTS AND GETS AN INTERDICT
TO PREVENT THE EFF FROM VANDALISING ITS STORES
eNCA.com TOUR DE FRANCE DIRECTOR CHRISTIAN PRUDHOMME CONTRACTS COVID-19
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_4.jpeg
eNCA,"LIVE 16 29
SA'S RACIAL TENSIONS
CLICKS TURNS TO THE COURTS AND GETS AN INTERDICT
TO PREVENT THE EFF FROM VANDALISING ITS STORES
eNCA.com CSA SAYS IT WILL NOT WORK EXCLUSIVELY WITH BLACK CONSULTANTS
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_5.jpeg
eNCA,"LIVE 16 30
SA'S RACIAL TENSIONS
CLICKS BANS TRESEMME PRODUCTS FROM ITS STORES
AND A SENIOR EXECUTIVE AT THE RETAILER RESIGNS
eNCA.com COURT INTERDICTS EFF TO STOP INTERFERING WITH CLICKS BUSINESS
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_6.jpeg
eNCA,"LIVE 16:32
SA'S RACIAL TENSIONS
BEAUTY AND HEALTH RETAILER CLICKS
NATURAL HAIR CAMPAIGN LABELLED 'RACIST'
e NCA
NO FEAR. NO FAVOUR.
eNCA.com CHINA ACCUSES INDIAN ARMY OF FIRING WARNING SHOTS IN BORDER DISPUTE",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_7.jpeg
eNCA,"501
ANCIENT HISTORY
LIVE 16 32
SA'S RACIAL TENSIONS
EFF MEMBERS PROTEST AT CLICKS STORES
AND DEMAND THAT ALL STORES SHUT DOWN
eNCA.com CSA SAYS IT WILL NOT WORK EXCLUSIVELY WITH BLACK CONSULTANTS
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_8.jpeg
eNCA,"LOAD-SHEDDING STAGE
STATUS
LIVE 16:34
SA'S RACIAL TENSIONS
CLICKS TURNS TO THE COURTS AND GETS AN INTERDICT
TO PREVENT THE EFF FROM VANDALISING ITS STORES
eNCA.com SENIOR EXECUTIVE RESPONSIBLE FOR OFFENSIVE ADVERT RESIGNS
e NCA
NO FEAR. NO FAVOUR.",clickssample60Part2Clicksnaturalhaircampaignlabelledracistclickssample60Part2Clicksnaturalhaircampaignlabelledracist_scene_9.jpeg
Android,"The Brother Leader
ENTERTAINMENT I CURRENT AFFAIRS I VLOGS
SUBSCRIBE
NEWS
SUBSCRIBE",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_1.jpeg
,"aa
12:47 PM
← Q Search in Expose the wicked....
** AT&T
5:02 PM
Search
Joe Hennessy B'HAM TEA SHOP
Caught me a cat and monkey today!
@53%
← Q Search in Expose the wicked...
**AT&T
<a Search
5:02 PM
Joe Hennessy ► B'HAM TEA SHOP
Caught me a cat and monkey today!
@ 53%
THIS IS
How
Joseph Olivier and 2 others
5 Comments
Like
Comment
Joseph Olivier and 2 others
Like
HIS IS
How
5 Comments
Comment",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_10.jpeg
,"← Q Search in Expose the wicked...
AT&T
5:02 PM
Q Search
Joe Hennessy B'HAM TEA SHOP
1 br-
Caught me a cat and monkey today!
@ 53%
THIS IS
How
Joseph Olivier and 2 others
Like
5 Comments
Comment",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_11.jpeg
,"Millennial News Now @mnews... 16m
MNN 'Maybe another round of apartheid will fix
them up. These young p*ssies will cry over
the smallest sh*t! They're crying over
f*cking hair! Oh f*ck f*ck f*ck!""
TAGS:
#clicksmustfall #mrhandsome Mbali
Discom Mr President
#PrayForKaizer Chiefs White South
Africans
HAPPENING NOW
Clicks CEO says black people
nowadays cry over silly things-
makes it clear how he misses
apartheid, because black people
weren't 'pussies' back then.
@mnewsnow_
2
173
01
Show this thread",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_12.jpeg
,"←
AT&T
Q Search in Expose the wicked...
Search
5:02 PM
Joe Hennessy ➤ B'HAM TEA SHOP
The-
Caught me a cat and monkey today!
0753%
HIS IS
How
Joseph Olivier and 2 others
Like
5 Comments
Comment",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_13.jpeg
,SUBSCRISE,clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_14.jpeg
,"CLICKS
29 8
EFY
Guter
cathe.",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_15.jpeg
,"W
SUBSCRIBE",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_16.jpeg
,PRSG,clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_17.jpeg
,i,clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_18.jpeg
Android,SUBSCRIB,clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_2.jpeg
,i,clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_20.jpeg
,i,clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_22.jpeg
,ENTER,clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_23.jpeg
,i,clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_24.jpeg
,i,clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_26.jpeg
,"The Brother Leader
ENTERTAINMENT I CURRENT AFFAIRS I VLOGS
SUBSCRIBE
NEWS",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_27.jpeg
Android,SUBSCRIBE,clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_28.jpeg
Android,SUBSCRIBE,clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_29.jpeg
,"CLICKSO
CLICKSO
3 9 & 0 % 0 % ♡
DRY &
FRIZZY
DAMAGED
&DULL
HAIR
HAIR
FINE
NORMAL
& FLAT
HAIR
HAIR
BUNICRE
SAMSUNG",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_3.jpeg
,"The Brother Leader
ENTERTAINMENT I CURRENT AFFAIRS I VLOGS
SUBSCRIBE
NEWS",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_30.jpeg
Android,SUBSCRIBE,clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_31.jpeg
,"ос
ROBE
2
DRY &
DAMAGED
HAIR
FINE
& FLAT
HAIR
3
B",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_4.jpeg
,"CLICKSO
3
Q &
DRY&
FRIZZY
DAMAGED
&DULL
HAIR
HAIR
CLICKS
FINE
NORMAL
&FLAT
HAIR
HAIR",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_5.jpeg
,"it
BERT SORUKWERE",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_6.jpeg
"Fons & Porter's Love of Quilting,The Guardian","Fish Tail Braid
from
The
2016 Guardian Opinions",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_7.jpeg
,"ROBERT SABUKWE
SAMMES
i",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_8.jpeg
,"←
OD AT&T
Q Search in Expose the wicked....
< Q Search
5:02 PM
Joe Hennessy B'HAM TEA SHOP
1hr
Caught me a cat and monkey today!
@153%
THIS IS
How
Joseph Olivier and 2 others
Like
5 Comments
Comment",clickssample60RacistClicksAdvertisementUnpackedclickssample60RacistClicksAdvertisementUnpacked_scene_9.jpeg
,"DRY &
DAMAGED
HAIR
FINE
& FLAT
HAID",clickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplainsclickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplains_scene_1.jpeg
,"CLICKS
ClubCard
Q
Y &
MAGED
IR
TEL
6",clickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplainsclickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplains_scene_2.jpeg
,"FRIZZY
& DULL
HAIR
NORMAL
HAIR",clickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplainsclickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplains_scene_3.jpeg
,"ANN
DUS",clickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplainsclickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplains_scene_4.jpeg
,"DRY'S
DAMACED
HAR",clickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplainsclickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplains_scene_6.jpeg
,"ondi
K
ex",clickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplainsclickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplains_scene_7.jpeg
,"BICKST
fe",clickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplainsclickssample60RacistadcostClicksstoresAlloverSouthAfricashutdownEffleaderJuliusmalemaExplains_scene_8.jpeg
Newzroom Afrika,"daw!
NEW ROOM
AFRIKA
Ut News Dar Views.",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_0.jpeg
"Dreamcast,Newzroom Afrika","LOAD
SHEDDING!
REMAIN OPEN
CLICKS+
customer core
572
ARTON LOVE
LESS
Prolect
super
sale
yoursel
NEW ROOM
FRIKA
t News, Our Views.",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_1.jpeg
Newzroom Afrika,"CLICKS
DRY &
DAMAGED
HAIR
FINE
& FLAT
HAIR
NEW ROOM
FRIKA
Our New Our View",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_10.jpeg
"Newzroom Afrika,Economic Freedom Fighters","OUR LAND
EFF
DOGIC FREEDS TICHER
& JOBS NOW
EEE
NEW ROOM
FRIKA
Our New Our Views",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_11.jpeg
Newzroom Afrika,"NEW ROOM
FRIKA",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_12.jpeg
Newzroom Afrika,"CLICKS
NEW ROOM
FRIKA
Our New Our View",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_13.jpeg
Newzroom Afrika,"N
CLICKS
NEW ROOM
FRIKA
Our News Out View..",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_14.jpeg
Newzroom Afrika,"ome
b
Tean
breathe
onds you
LOVE
the 10% off
32
NEW ROOM
FRIKA
Our News Out View.",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_15.jpeg
Newzroom Afrika,"NEW ROOM
AFRIKA",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_16.jpeg
Newzroom Afrika,"S
NEW ROOM
FRIKA
Our New Our View",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_17.jpeg
"Newzroom Afrika,Economic Freedom Fighters","OUR LAND
EFF
& JOBS HOW
EFE
NEW ROOM
FRIKA
Our New Our View",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_18.jpeg
Newzroom Afrika,"8
Q
FRIZZY
&DULL
HAIR
CLICKSO
NORMAL
HAIR
NEW ROOM
FRIKA
Our New Our Views.",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_19.jpeg
Newzroom Afrika,"don
dedorants
USTOME
FET
用
Due
scary
the m
Cu
NEWZROOM
AFRIKA",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_2.jpeg
Newzroom Afrika,"CLICKS+
NEW ROOM
FRIKA
Our New Our Views",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_20.jpeg
Newzroom Afrika,"DRY &
DAMAGED
HAIR
NEW ROOM
FRIKA
Our New Our Views",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_21.jpeg
Newzroom Afrika,"FINE
& FLAT
HAIR
NEW ROOM
FRIKA
Our New Our Views",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_22.jpeg
Newzroom Afrika,"=
CLICKS
8
Q
இ
DRY &
DAMAGED
HAIR
FINE
& FLAT
HAIR
NEW ROOM
FRIKA
Our New Our Views.",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_23.jpeg
Newzroom Afrika,"louble
Jur comback
CLICKS+
double
your coshbock
NEW ROOM
FRIKA",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_24.jpeg
,"RLAY
HENT
ica't
ethe
NEWZROOM
AFRIKA",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_25.jpeg
Newzroom Afrika,"OUR LAND
&c
JOBS NOW
CKS
NEW ROOM
FRIKA",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_26.jpeg
Newzroom Afrika,"E
CLICKS
8
Q
DRY &
DAMAGED
HAIR
FINE
& FLAT
HAIR
NEW ROOM
FRIKA
Our New Our Views.",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_27.jpeg
Newzroom Afrika,"8
ome
DRY&
DAMAGED
HAIR
FINE
&FLAT
HAIR
CXX
NEW ROOM
FRIKA
Our News Our View",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_28.jpeg
Newzroom Afrika,"הו
RLAY
HENT
ica't
NEWZROOM
AFRIKA",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_29.jpeg
"Newzroom Afrika,Economic Freedom Fighters","can't
eath
ER
EFF
VOTE
EFF
IHD
EXIT
can
breath
NEW ROOM
FRIKA
Our News, Our Views.",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_3.jpeg
Newzroom Afrika,"OUR LAND
&c
JOBS NOW
CKS
NEW ROOM
FRIKA",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_30.jpeg
Newzroom Afrika,"don
dodorants
用
NEWZROOM
AFRIKA",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_31.jpeg
"Newzroom Afrika,Economic Freedom Fighters","can't
eath
EF
EFF
VOTE
EFF
can
breath
EXIT
NEW ROOM
FRIKA
Our New Dul View",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_32.jpeg
Newzroom Afrika,"65
SELLER
BEAUT
<-018
MALE STOCKS
NEW ROOM
AFRIKA",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_33.jpeg
Newzroom Afrika,"O
bevids you
LOVE
32
ار
VASART
We afuse
to be
ompromise
NEW ROOM
FRIKA
Dun New Out Views",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_34.jpeg
"Dreamcast,Newzroom Afrika","LOAD
SHEDDING!
BEMAIN OPEN
S
LESS
CLICKS+
tomar com
sale
Protect
younal
NEW ROOM
FRIKA",clickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotestsclickssample60SACCAWUcallsfortheprotectionofClicksemployeesduringandaftertheprotests_scene_35.jpeg
